word,def,시도명,시군구명,금연구역구분,금연구역지정근거명,금연구역면적,위반과태료,위반신고전화번호,소재지도로명주소,소재지지번주소,관리기관명,위도,경도,데이터기준일자
인하대학교사범대학부속고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 재넘이길 123번길 29,인천광역시 미추홀구 학익동 306-30,인천광역시 미추홀구청,37.44596561,126.6628653,2021-05-31
인하대학교사범대학부속중학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 재넘이길 123번길 29,인천광역시 미추홀구 학익동 306-30,인천광역시 미추홀구청,37.44596561,126.6628653,2021-05-31
인항고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 매소홀로 135,인천광역시 미추홀구 용현동 627-456,인천광역시 미추홀구청,37.44681591,126.6407569,2021-05-31
인화여자고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 석정로 165,인천광역시 미추홀구 도화동 241,인천광역시 미추홀구청,37.47395988,126.6519987,2021-05-31
인화여자중학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 석정로 165,인천광역시 미추홀구 도화동 206-1,인천광역시 미추홀구청,37.47395988,126.6519987,2021-05-31
정석항공과학고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현동 91,인천광역시 미추홀구청,37.45067939,126.6583665,2021-05-31
제물포여자중학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 인주대로470번길 20,인천광역시 미추홀구 주안동 1529,인천광역시 미추홀구청,37.44914564,126.6882045,2021-05-31
학익고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 한나루로 358번길 23-22,인천광역시 미추홀구 학익동 688-1,인천광역시 미추홀구청,37.43902931,126.6633307,2021-05-31
학익여자고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 주승로 52번길 8,인천광역시 미추홀구 학익동 646,인천광역시 미추홀구청,37.44382023,126.6753913,2021-05-31
한진고등기술학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 장고개로 69,인천광역시 미추홀구 도화동 53-43,인천광역시 미추홀구청,37.47402862,126.6685749,2021-05-31
남인천중고등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 매소홀로418번길 14-57,인천광역시 미추홀구 학익동 686-9,인천광역시 미추홀구청,37.43866786,126.6668303,2021-05-31
인천용학초등학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 용정공원로 83번길 9,인천광역시 미추홀구 용현동 664-4,인천광역시 미추홀구청,37.44676295,126.6434992,2021-05-31
인천청인학교,학교출입문으로부터 직선거리로 50미터까지인 지역,인천광역시,미추홀구,교육환경보호구역 중 절대보호구역,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,인천광역시 미추홀구 숙골로135번길 14,인천광역시 미추홀구 도화동 994,인천광역시 미추홀구청,37.47404796,126.6588442,2021-05-31
경인방송,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
정비단지,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
정비단지,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
현광아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
정광아파트(병무청),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
신창아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
윤성아파트(인항고교),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
윤성아파트(인항고교),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
병무청(516종점),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
종점(병무청),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
한국아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
옹진군청,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
옹진군청,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
용현중학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
동양화학,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
동양화학,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
금호2차아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
금호아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현5동,인천광역시 미추홀구청,,,2021-05-31
용현중학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
학익고등학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
금호2차아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
금호2차아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
풍림아이원아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
대동아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
두산위브아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
장미아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
금호어울림,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현5동,인천광역시 미추홀구청,,,2021-05-31
석건연립,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
대림아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
인천향교유림회관,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
인천향교유림회관,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
영남아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
한양아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
인하대역(1번출구),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현5동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
법원.검찰청,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
학익사거리,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
한양아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
법원검찰청입구,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
한양아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
학익시장(법원검찰청),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
학익시장앞,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
학익사거리(동아풍림아파트),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트3차,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
인하대역(7번출구),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
장미아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
장미아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
인천지방법원,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트3차,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
인하대정문,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
문학고개,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
인하대정문,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
문학초등학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
문학초등학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
삼은교회,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
토지금고,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
삼영아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
하나로쇼핑,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
신동아3차아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
신동아3차아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트4차,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
인하대역4번출구,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
인천향교.인천도호부청사,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
인하대역3번출구,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
연학초등학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 주안8동,인천광역시 미추홀구청,,,2021-05-31
연학초등학교,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 주안3동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트5차,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익2동,인천광역시 미추홀구청,,,2021-05-31
굴다리,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현5동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
문학경기장(야구장),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
학익2동행정복지센터,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
학익2동행정복지센터,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
현대아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
문학경기장(월드컵경기장),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 문학동,인천광역시 미추홀구청,,,2021-05-31
우진아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 주안8동,인천광역시 미추홀구청,,,2021-05-31
우진아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 주안8동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 학익1동,인천광역시 미추홀구청,,,2021-05-31
신동아아파트(B),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 주안8동,인천광역시 미추홀구청,,,2021-05-31
신비마을아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 관교동,인천광역시 미추홀구청,,,2021-05-31
인하대후문,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
인하대후문,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
정석항공과학고,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
학산소극장,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
정석항공과학고,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
신비마을아파트(112동),버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 관교동,인천광역시 미추홀구청,,,2021-05-31
유원아파트,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
제운사거리,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
용현고개,버스정류장 표지판으로부터 10미터 이내 구역,인천광역시,미추홀구,버스정류장,인천광역시 미추홀구 간접흡연 피해방지에 관한 조례,,30000,032-880-5413,,인천광역시 미추홀구 용현3동,인천광역시 미추홀구청,,,2021-05-31
